-18.3704	0.961377	-20.2931	47.5
-18.301	1.02825	-20.3575	48
-18.353	0.982578	-20.3182	48.5
-18.3612	0.972831	-20.3069	49
-18.282	1.04937	-20.3808	49.5
-18.2901	1.04748	-20.385	50
-18.3276	1.01196	-20.3516	50.5
-18.3633	0.971306	-20.3059	51
-18.3102	1.02647	-20.3632	51.5
-18.2791	1.05835	-20.3958	52
-18.3404	0.994526	-20.3294	52.5
-18.3492	0.986694	-20.3226	53
-18.2523	1.07887	-20.4101	53.5
-18.3397	0.996083	-20.3319	54
-18.3517	0.982473	-20.3166	54.5
-18.2603	1.07866	-20.4176	55
-18.3245	1.00893	-20.3423	55.5
-18.3119	1.02155	-20.355	56
-18.3217	1.01103	-20.3438	56.5
-18.2662	1.06563	-20.3975	57
-18.3151	1.01831	-20.3518	57.5
-18.2992	1.03454	-20.3683	58
-18.3433	0.994148	-20.3316	58.5
-18.3078	1.03029	-20.3684	59
-18.3356	0.998913	-20.3334	59.5
-18.3596	0.974519	-20.3087	60
-18.4124	0.923381	-20.2591	60.5
-18.2737	1.05861	-20.3909	61
-18.3137	1.0199	-20.3535	61.5
-18.3737	0.960018	-20.2938	62
-18.2964	1.04047	-20.3773	62.5
-18.3664	0.96776	-20.3019	63
-18.2808	1.05511	-20.391	63.5
-18.32	1.01122	-20.3424	64
-18.371	0.960951	-20.2929	64.5
-18.2723	1.06999	-20.4123	65
-18.271	1.06294	-20.3969	65.5
-18.273	1.0612	-20.3954	66
-18.3789	0.958364	-20.2956	66.5
-18.2724	1.06382	-20.4	67
-18.3104	1.03277	-20.376	67.5
-18.3692	0.966223	-20.3016	68
-18.3433	0.990702	-20.3247	68.5
-18.3114	1.02847	-20.3683	69
-18.329	1.00598	-20.3409	69.5
-18.3864	0.956404	-20.2992	70
-18.3597	0.978767	-20.3173	70.5
-18.3291	1.00447	-20.338	71
-18.258	1.07575	-20.4095	71.5
-18.3226	1.01203	-20.3467	72
-18.3658	0.974097	-20.314	72.5
-18.3016	1.03375	-20.3691	73
-18.2837	1.05077	-20.3852	73.5
-18.4077	0.929592	-20.2669	74
-18.2912	1.04216	-20.3755	74.5
-18.3423	0.996575	-20.3355	75
-18.3376	1.0014	-20.3404	75.5
-18.3062	1.03223	-20.3707	76
-18.3015	1.03954	-20.3805	76.5
-18.3202	1.01516	-20.3505	77
-18.3018	1.03728	-20.3763	77.5
-18.3052	1.03284	-20.3708	78
-18.317	1.01912	-20.3552	78.5
-18.3423	0.993687	-20.3297	79
-18.3482	0.990875	-20.33	79.5
-18.314	1.02035	-20.3547	80
-18.3052	1.03006	-20.3654	80.5
-18.2746	1.05979	-20.3942	81
-18.3295	1.00608	-20.3416	81.5
-18.3252	1.01371	-20.3526	82
-18.2959	1.03887	-20.3736	82.5
-18.3249	1.01483	-20.3546	83
-18.2977	1.03485	-20.3674	83.5
-18.3523	0.980873	-20.3141	84
-18.2319	1.10423	-20.4403	84.5
-18.3689	0.95969	-20.2883	85
-18.3254	1.01046	-20.3463	85.5
-18.2673	1.06964	-20.4066	86
-18.288	1.05258	-20.3931	86.5
-18.3324	1.00394	-20.3403	87
-18.3139	1.01743	-20.3488	87.5
-18.4044	0.929415	-20.2632	88
-18.2676	1.06461	-20.3968	88.5
-18.3309	1.0013	-20.3335	89
-18.3565	0.979021	-20.3145	89.5
-18.3536	0.978072	-20.3097	90
-18.3308	1.00392	-20.3386	90.5
-18.3353	1.00302	-20.3414	91
-18.3126	1.02438	-20.3613	91.5
-18.2527	1.08094	-20.4146	92
-18.2184	1.11343	-20.4452	92.5
-18.3124	1.01986	-20.3522	93
-18.296	1.03742	-20.3709	93.5
-18.2718	1.06369	-20.3992	94
-18.3215	1.01078	-20.3431	94.5
-18.3096	1.02217	-20.3539	95
-18.3076	1.0253	-20.3582	95.5
-18.2915	1.04393	-20.3794	96
-18.3143	1.01612	-20.3466	96.5
-18.2791	1.05347	-20.3861	97
-18.2717	1.06116	-20.394	97.5
-18.3436	0.986714	-20.317	98
-18.3205	1.01335	-20.3472	98.5
-18.3003	1.0323	-20.3649	99
-18.3038	1.03138	-20.3666	99.5
