-17.5748	1.7217	-21.0182	0
-18.262	1.0724	-20.4068	0.5
-18.2697	1.06466	-20.399	1
-18.3576	0.976008	-20.3096	1.5
-18.3292	1.00027	-20.3297	2
-18.2834	1.05105	-20.3854	2.5
-18.2948	1.04116	-20.3771	3
-18.2881	1.05186	-20.3918	3.5
-18.3067	1.02511	-20.357	4
-18.346	0.990026	-20.326	4.5
-18.3255	1.00871	-20.3429	5
-18.3603	0.975014	-20.3103	5.5
-18.2314	1.10536	-20.4421	6
-18.376	0.95368	-20.2833	6.5
-18.3385	0.997863	-20.3343	7
-18.2985	1.03554	-20.3696	7.5
-18.3578	0.978071	-20.314	8
-18.3212	1.00985	-20.3409	8.5
-18.2868	1.04311	-20.373	9
-18.296	1.03565	-20.3673	9.5
-18.3267	1.00563	-20.338	10
-18.2978	1.03246	-20.3628	10.5
-18.3774	0.951942	-20.2812	11
-18.3023	1.03073	-20.3637	11.5
-18.3228	1.00661	-20.336	12
-18.2587	1.07609	-20.4108	12.5
-18.3316	1.00069	-20.3329	13
-18.3687	0.965812	-20.3003	13.5
-18.3388	0.991864	-20.3225	14
-18.3218	1.0104	-20.3426	14.5
-18.2908	1.04364	-20.3781	15
-18.2981	1.03457	-20.3672	15.5
-18.3044	1.02873	-20.3619	16
-18.3483	0.984985	-20.3183	16.5
-18.3341	0.997818	-20.3297	17
-18.2703	1.06472	-20.3997	17.5
-18.3542	0.983777	-20.3218	18
-18.3152	1.01451	-20.3442	18.5
-18.3274	1.00616	-20.3397	19
-18.3211	1.0162	-20.3535	19.5
-18.3809	0.954454	-20.2898	20
-18.3539	0.979668	-20.3133	20.5
-18.2687	1.06595	-20.4006	21
-18.3225	1.01295	-20.3484	21.5
-18.3541	0.981379	-20.3169	22
-18.3316	1.00571	-20.343	22.5
-18.3263	1.01044	-20.3472	23
-18.317	1.01553	-20.348	23.5
-18.334	0.997443	-20.3288	24
-18.306	1.02714	-20.3603	24.5
-18.3381	0.994158	-20.3264	25
-18.3339	1.00041	-20.3347	25.5
-18.2651	1.06814	-20.4014	26
-18.3088	1.01948	-20.3478	26.5
-18.2825	1.05126	-20.385	27
-18.3001	1.03438	-20.3689	27.5
-18.3208	1.01211	-20.345	28
-18.4058	0.927765	-20.2613	28.5
-18.317	1.01596	-20.3489	29
-18.3017	1.03157	-20.3648	29.5
-18.2766	1.05922	-20.3951	30
-18.3092	1.02481	-20.3588	30.5
-18.3489	0.988263	-20.3254	31
-18.3646	0.966167	-20.2969	31.5
-18.2935	1.04393	-20.3814	32
-18.3524	0.976295	-20.305	32.5
-18.3074	1.03122	-20.3699	33
-18.2984	1.03464	-20.3677	33.5
-18.3435	0.991923	-20.3274	34
-18.2939	1.04324	-20.3803	34.5
-18.3282	1.00929	-20.3467	35
-18.3605	0.976574	-20.3136	35.5
-18.2824	1.05153	-20.3855	36
-18.3227	1.01159	-20.3459	36.5
-18.3236	1.01391	-20.3514	37
-18.3751	0.955431	-20.2859	37.5
-18.3417	0.991686	-20.325	38
-18.323	1.01445	-20.3519	38.5
-18.2978	1.03842	-20.3746	39
-18.3561	0.981244	-20.3186	39.5
-18.277	1.052	-20.381	40
-18.3945	0.936623	-20.2678	40.5
-18.321	1.01094	-20.3429	41
-18.3044	1.03177	-20.3679	41.5
-18.254	1.08244	-20.4188	42
-18.3996	0.933259	-20.2662	42.5
-18.2806	1.05279	-20.3862	43
-18.384	0.948234	-20.2805	43.5
-18.3495	0.980863	-20.3112	44
-18.2539	1.08474	-20.4234	44.5
-18.2927	1.04535	-20.3834	45
-18.3342	1.00333	-20.3409	45.5
-18.2597	1.07414	-20.408	46
-18.3569	0.981856	-20.3206	46.5
-18.3458	0.989603	-20.325	47
